# 派生词候选_待审核

生成时间	2026-04-28 20:58:57
导入词库数	27
已有词条数	1849482
2字源词数	175235

说明：这是保守规则生成的候选，不会自动入库。确认后再写入 base 或 composite。
列格式：类型	建议目标	源词/源组合	源频	派生候选	来源
verb_object	cn_dicts_cell/composite.dict.yaml	拉手	304	拉了手、拉完手、拉手没、没拉手、拉没拉手、拉了个手	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	测款	304	测了款、测完款、测款没、没测款、测没测款、测了个款、测了笔款	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	养车	301	养了车、养完车、养车没、没养车、养没养车、养了个车、养了辆车、养了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	开题	301	开了题、开完题、开题没、没开题、开没开题、开了个题、开了道题	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	开房	299	开完房、开房没、没开房、开没开房、开了个房、开了套房、开了间房	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	换手	297	换了手、换完手、换手没、没换手、换没换手、换了个手	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	收口	290	收了口、收完口、收口没、没收口、收没收口、收了个口	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	买琴	289	买了琴、买完琴、买琴没、没买琴、买没买琴、买了个琴	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	卖票	288	卖了票、卖完票、卖票没、没卖票、卖没卖票、卖了个票、卖了张票	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	穿墙	288	穿了墙、穿完墙、穿墙没、没穿墙、穿没穿墙、穿了个墙	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	穿线	287	穿了线、穿完线、穿线没、没穿线、穿没穿线、穿了个线	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	剃刀	284	剃了刀、剃完刀、剃刀没、没剃刀、剃没剃刀、剃了个刀	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	装车	282	装了车、装完车、装车没、没装车、装没装车、装了个车、装了辆车、装了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	吃菜	280	吃完菜、吃菜没、没吃菜、吃没吃菜、吃了个菜、吃了道菜、吃了盘菜	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	看牙	280	看了牙、看完牙、看牙没、没看牙、看没看牙、看了个牙	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	打枪	279	打了枪、打完枪、打枪没、没打枪、打没打枪、打了个枪	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	插眼	279	插了眼、插完眼、插眼没、没插眼、插没插眼、插了个眼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	补单	277	补了单、补完单、补单没、没补单、补没补单、补了个单、补了张单	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	试车	275	试了车、试完车、试车没、没试车、试没试车、试了个车、试了辆车、试了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	磨牙	274	磨了牙、磨完牙、磨牙没、没磨牙、磨没磨牙、磨了个牙	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	抢眼	273	抢了眼、抢完眼、抢眼没、没抢眼、抢没抢眼、抢了个眼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	练题	273	练了题、练完题、练题没、没练题、练没练题、练了个题、练了道题	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	验血	273	验了血、验完血、验血没、没验血、验没验血、验了个血	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	打歌	272	打了歌、打完歌、打歌没、没打歌、打没打歌、打了个歌、打了首歌	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	学画	271	学了画、学完画、学画没、没学画、学没学画、学了个画、学了张画、学了幅画	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	砍刀	271	砍了刀、砍完刀、砍刀没、没砍刀、砍没砍刀、砍了个刀	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	卖药	270	卖了药、卖完药、卖药没、没卖药、卖没卖药、卖了个药、卖了片药、卖了颗药、卖了粒药	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拿药	269	拿了药、拿完药、拿药没、没拿药、拿没拿药、拿了个药、拿了片药、拿了颗药、拿了粒药	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	交房	268	交了房、交完房、交房没、没交房、交没交房、交了个房、交了套房、交了间房	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	试音	268	试了音、试完音、试音没、没试音、试没试音、试了个音	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	倒酒	266	倒了酒、倒完酒、倒酒没、没倒酒、倒没倒酒、倒了个酒、倒了杯酒、倒了瓶酒、倒了口酒	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	打门	266	打了门、打完门、打门没、没打门、打没打门、打了个门、打了扇门、打了道门	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	看门	266	看了门、看完门、看门没、没看门、看没看门、看了个门、看了扇门、看了道门	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	刮刀	265	刮了刀、刮完刀、刮刀没、没刮刀、刮没刮刀、刮了个刀	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	插口	265	插了口、插完口、插口没、没插口、插没插口、插了个口	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	发膜	264	发了膜、发完膜、发膜没、没发膜、发没发膜、发了个膜	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	缴款	263	缴了款、缴完款、缴款没、没缴款、缴没缴款、缴了个款、缴了笔款	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	贴水	262	贴了水、贴完水、贴水没、没贴水、贴没贴水、贴了个水、贴了杯水、贴了瓶水、贴了口水、贴了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	捡钱	257	捡了钱、捡完钱、捡钱没、没捡钱、捡没捡钱、捡了个钱、捡了笔钱	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	贴钱	257	贴了钱、贴完钱、贴钱没、没贴钱、贴没贴钱、贴了个钱、贴了笔钱	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	砸盘	256	砸了盘、砸完盘、砸盘没、没砸盘、砸没砸盘、砸了个盘	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	开眼	253	开完眼、开眼没、没开眼、开没开眼、开了个眼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拿笔	253	拿了笔、拿完笔、拿笔没、没拿笔、拿没拿笔、拿了个笔	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	吐字	252	吐了字、吐完字、吐字没、没吐字、吐没吐字、吐了个字、吐了行字	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	借书	251	借了书、借完书、借书没、没借书、借没借书、借了个书、借了本书、借了部书、借了卷书、借了套书	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拉票	251	拉了票、拉完票、拉票没、没拉票、拉没拉票、拉了个票、拉了张票	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	捡球	251	捡了球、捡完球、捡球没、没捡球、捡没捡球、捡了个球	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	脱鞋	250	脱完鞋、脱鞋没、没脱鞋、脱没脱鞋、脱了个鞋	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	抽题	249	抽了题、抽完题、抽题没、没抽题、抽没抽题、抽了个题、抽了道题	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	装盘	246	装了盘、装完盘、装盘没、没装盘、装没装盘、装了个盘	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	打饭	243	打了饭、打完饭、打饭没、没打饭、打没打饭、打了个饭、打了碗饭、打了顿饭	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	收笔	243	收了笔、收完笔、收笔没、没收笔、收没收笔、收了个笔	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	放油	242	放了油、放完油、放油没、没放油、放没放油、放了个油	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拍砖	239	拍了砖、拍完砖、拍砖没、没拍砖、拍没拍砖、拍了个砖	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	买课	237	买了课、买完课、买课没、没买课、买没买课、买了个课、买了节课、买了堂课、买了门课	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	发歌	237	发了歌、发完歌、发歌没、没发歌、发没发歌、发了个歌、发了首歌	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	补票	236	补了票、补完票、补票没、没补票、补没补票、补了个票、补了张票	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	炸锅	235	炸完锅、炸锅没、没炸锅、炸没炸锅、炸了个锅	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	交稿	234	交了稿、交完稿、交稿没、没交稿、交没交稿、交了个稿	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拔草	234	拔了草、拔完草、拔草没、没拔草、拔没拔草、拔了个草	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	蒸鱼	234	蒸了鱼、蒸完鱼、蒸鱼没、没蒸鱼、蒸没蒸鱼、蒸了个鱼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	打单	233	打了单、打完单、打单没、没打单、打没打单、打了个单、打了张单	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	看题	232	看了题、看完题、看题没、没看题、看没看题、看了个题、看了道题	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	学棋	230	学了棋、学完棋、学棋没、没学棋、学没学棋、学了个棋	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拉琴	229	拉了琴、拉完琴、拉琴没、没拉琴、拉没拉琴、拉了个琴	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	煮汤	229	煮了汤、煮完汤、煮汤没、没煮汤、煮没煮汤、煮了个汤	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	装病	229	装了病、装完病、装病没、没装病、装没装病、装了个病	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	亲水	228	亲了水、亲完水、亲水没、没亲水、亲没亲水、亲了个水、亲了杯水、亲了瓶水、亲了口水、亲了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	搜图	228	搜了图、搜完图、搜图没、没搜图、搜没搜图、搜了个图、搜了张图、搜了幅图	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	贴砖	226	贴了砖、贴完砖、贴砖没、没贴砖、贴没贴砖、贴了个砖	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	刷钱	225	刷了钱、刷完钱、刷钱没、没刷钱、刷没刷钱、刷了个钱、刷了笔钱	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	查账	225	查了账、查完账、查账没、没查账、查没查账、查了个账、查了笔账	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	抓包	224	抓了包、抓完包、抓包没、没抓包、抓没抓包、抓了个包、抓了只包	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拆包	224	拆了包、拆完包、拆包没、没拆包、拆没拆包、拆了个包、拆了只包	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	捏脸	223	捏了脸、捏完脸、捏脸没、没捏脸、捏没捏脸、捏了个脸	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	换水	223	换了水、换完水、换水没、没换水、换没换水、换了个水、换了杯水、换了瓶水、换了口水、换了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	办证	222	办了证、办完证、办证没、没办证、办没办证、办了个证	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	取水	222	取了水、取完水、取水没、没取水、取没取水、取了个水、取了杯水、取了瓶水、取了口水、取了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	偷钱	218	偷了钱、偷完钱、偷钱没、没偷钱、偷没偷钱、偷了个钱、偷了笔钱	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	吃书	218	吃了书、吃完书、吃书没、没吃书、吃没吃书、吃了个书、吃了本书、吃了部书、吃了卷书、吃了套书	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	晒图	218	晒了图、晒完图、晒图没、没晒图、晒没晒图、晒了个图、晒了张图、晒了幅图	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	晒单	214	晒了单、晒完单、晒单没、没晒单、晒没晒单、晒了个单、晒了张单	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	养病	213	养了病、养完病、养病没、没养病、养没养病、养了个病	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	亲笔	212	亲了笔、亲完笔、亲笔没、没亲笔、亲没亲笔、亲了个笔	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拉线	212	拉了线、拉完线、拉线没、没拉线、拉没拉线、拉了个线	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	写题	211	写了题、写完题、写题没、没写题、写没写题、写了个题、写了道题	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	吸盘	206	吸了盘、吸完盘、吸盘没、没吸盘、吸没吸盘、吸了个盘	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	领钱	205	领了钱、领完钱、领钱没、没领钱、领没领钱、领了个钱、领了笔钱	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	抢单	202	抢了单、抢完单、抢单没、没抢单、抢没抢单、抢了个单、抢了张单	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	剪纸	201	剪了纸、剪完纸、剪纸没、没剪纸、剪没剪纸、剪了个纸	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	削骨	200	削了骨、削完骨、削骨没、没削骨、削没削骨、削了个骨	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	报账	200	报了账、报完账、报账没、没报账、报没报账、报了个账、报了笔账	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	插卡	200	插了卡、插完卡、插卡没、没插卡、插没插卡、插了个卡、插了张卡	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	刮花	198	刮了花、刮完花、刮花没、没刮花、刮没刮花、刮了个花	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	喝药	196	喝完药、喝药没、没喝药、喝没喝药、喝了个药、喝了片药、喝了颗药、喝了粒药	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	买包	194	买了包、买完包、买包没、没买包、买没买包、买了个包、买了只包	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	补枪	194	补了枪、补完枪、补枪没、没补枪、补没补枪、补了个枪	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	贴墙	194	贴了墙、贴完墙、贴墙没、没贴墙、贴没贴墙、贴了个墙	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	买水	193	买完水、买水没、没买水、买没买水、买了个水、买了杯水、买了瓶水、买了口水、买了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	搜书	193	搜了书、搜完书、搜书没、没搜书、搜没搜书、搜了个书、搜了本书、搜了部书、搜了卷书、搜了套书	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拔枪	192	拔了枪、拔完枪、拔枪没、没拔枪、拔没拔枪、拔了个枪	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	切刀	191	切了刀、切完刀、切刀没、没切刀、切没切刀、切了个刀	cn_dicts_cell/game.dict.yaml,cn_dicts_cell/industry_product.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	放歌	191	放了歌、放完歌、放歌没、没放歌、放没放歌、放了个歌、放了首歌	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	啃书	190	啃了书、啃完书、啃书没、没啃书、啃没啃书、啃了个书、啃了本书、啃了部书、啃了卷书、啃了套书	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	开屏	190	开了屏、开完屏、开屏没、没开屏、开没开屏、开了个屏	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	脱稿	189	脱了稿、脱完稿、脱稿没、没脱稿、脱没脱稿、脱了个稿	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	开镜	188	开了镜、开完镜、开镜没、没开镜、开没开镜、开了个镜	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	打刀	187	打了刀、打完刀、打刀没、没打刀、打没打刀、打了个刀	cn_dicts_cell/game.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	吸音	186	吸了音、吸完音、吸音没、没吸音、吸没吸音、吸了个音	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	蒸菜	184	蒸了菜、蒸完菜、蒸菜没、没蒸菜、蒸没蒸菜、蒸了个菜、蒸了道菜、蒸了盘菜	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	订房	184	订了房、订完房、订房没、没订房、订没订房、订了个房、订了套房、订了间房	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	削皮	180	削完皮、削皮没、没削皮、削没削皮、削了个皮	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	洗锅	180	洗了锅、洗完锅、洗锅没、没洗锅、洗没洗锅、洗了个锅	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	炒肉	178	炒了肉、炒完肉、炒肉没、没炒肉、炒没炒肉、炒了个肉、炒了块肉、炒了片肉	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	刷票	177	刷了票、刷完票、刷票没、没刷票、刷没刷票、刷了个票、刷了张票	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	买表	176	买了表、买完表、买表没、没买表、买没买表、买了个表	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拉枪	176	拉了枪、拉完枪、拉枪没、没拉枪、拉没拉枪、拉了个枪	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	退课	175	退了课、退完课、退课没、没退课、退没退课、退了个课、退了节课、退了堂课、退了门课	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	买肉	173	买了肉、买完肉、买肉没、没买肉、买没买肉、买了个肉、买了块肉、买了片肉	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	换头	173	换完头、换头没、没换头、换没换头、换了个头	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	装箱	173	装了箱、装完箱、装箱没、没装箱、装没装箱、装了个箱	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	剃头	172	剃完头、剃头没、没剃头、剃没剃头、剃了个头	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	发牌	172	发了牌、发完牌、发牌没、没发牌、发没发牌、发了个牌	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拉车	172	拉了车、拉完车、拉车没、没拉车、拉没拉车、拉了个车、拉了辆车、拉了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	浇花	172	浇了花、浇完花、浇花没、没浇花、浇没浇花、浇了个花	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	切肉	170	切了肉、切完肉、切肉没、没切肉、切没切肉、切了个肉、切了块肉、切了片肉	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	喂饭	168	喂了饭、喂完饭、喂饭没、没喂饭、喂没喂饭、喂了个饭、喂了碗饭、喂了顿饭	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	换鞋	168	换了鞋、换完鞋、换鞋没、没换鞋、换没换鞋、换了个鞋	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	换盆	167	换了盆、换完盆、换盆没、没换盆、换没换盆、换了个盆	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	搜题	167	搜了题、搜完题、搜题没、没搜题、搜没搜题、搜了个题、搜了道题	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	刷碗	166	刷了碗、刷完碗、刷碗没、没刷碗、刷没刷碗、刷了个碗	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	发证	166	发了证、发完证、发证没、没发证、发没发证、发了个证	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	练笔	166	练了笔、练完笔、练笔没、没练笔、练没练笔、练了个笔	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	推门	165	推了门、推完门、推门没、没推门、推没推门、推了个门、推了扇门、推了道门	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	卖单	164	卖了单、卖完单、卖单没、没卖单、卖没卖单、卖了个单、卖了张单	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	录歌	164	录了歌、录完歌、录歌没、没录歌、录没录歌、录了个歌、录了首歌	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	发稿	162	发了稿、发完稿、发稿没、没发稿、发没发稿、发了个稿	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	换脸	161	换了脸、换完脸、换脸没、没换脸、换没换脸、换了个脸	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	装药	161	装了药、装完药、装药没、没装药、装没装药、装了个药、装了片药、装了颗药、装了粒药	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	捞鱼	159	捞了鱼、捞完鱼、捞鱼没、没捞鱼、捞没捞鱼、捞了个鱼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	练舞	159	练了舞、练完舞、练舞没、没练舞、练没练舞、练了个舞	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	刷墙	158	刷了墙、刷完墙、刷墙没、没刷墙、刷没刷墙、刷了个墙	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	画皮	158	画了皮、画完皮、画皮没、没画皮、画没画皮、画了个皮	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	吞音	156	吞了音、吞完音、吞音没、没吞音、吞没吞音、吞了个音	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	装水	154	装了水、装完水、装水没、没装水、装没装水、装了个水、装了杯水、装了瓶水、装了口水、装了碗水	cn_dicts_cell/game.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	买花	153	买了花、买完花、买花没、没买花、买没买花、买了个花	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	订车	153	订了车、订完车、订车没、没订车、订没订车、订了个车、订了辆车、订了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	喝杯	152	喝完杯、喝杯没、没喝杯、喝没喝杯、喝了个杯	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	打鱼	152	打了鱼、打完鱼、打鱼没、没打鱼、打没打鱼、打了个鱼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	砸门	152	砸了门、砸完门、砸门没、没砸门、砸没砸门、砸了个门、砸了扇门、砸了道门	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	背题	152	背了题、背完题、背题没、没背题、背没背题、背了个题、背了道题	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拍球	151	拍了球、拍完球、拍球没、没拍球、拍没拍球、拍了个球	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	牧歌	151	牧了歌、牧完歌、牧歌没、没牧歌、牧没牧歌、牧了个歌、牧了首歌	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	铲球	151	铲了球、铲完球、铲球没、没铲球、铲没铲球、铲了个球	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	配药	149	配完药、配药没、没配药、配没配药、配了个药、配了片药、配了颗药、配了粒药	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	煎鱼	148	煎了鱼、煎完鱼、煎鱼没、没煎鱼、煎没煎鱼、煎了个鱼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	吃酒	147	吃了酒、吃完酒、吃酒没、没吃酒、吃没吃酒、吃了个酒、吃了杯酒、吃了瓶酒、吃了口酒	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	推线	147	推了线、推完线、推线没、没推线、推没推线、推了个线	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	煮茶	147	煮了茶、煮完茶、煮茶没、没煮茶、煮没煮茶、煮了个茶、煮了杯茶、煮了壶茶	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	打眼	146	打了眼、打完眼、打眼没、没打眼、打没打眼、打了个眼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	煮水	146	煮了水、煮完水、煮水没、没煮水、煮没煮水、煮了个水、煮了杯水、煮了瓶水、煮了口水、煮了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	换房	145	换了房、换完房、换房没、没换房、换没换房、换了个房、换了套房、换了间房	cn_dicts/base.dict.yaml
